Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,data_source,simulated_weekly_score,simulated_weight_diff
34.0,Female,66.5,1.69,191,157.0,52.0,0.81,636.0,Cardio,28.1,2.3,3.0,1.0,23.28,real,30.69767280232204,-0.9625570183721877
50.0,Male,95.4,1.61,173,133.0,50.0,1.16,764.0,Strength,21.5,3.6,4.0,2.0,36.8,real,41.77708560017315,-1.9147902915109105
19.0,Female,69.2,1.6,186,155.0,74.0,1.17,907.0,Cardio,32.4,1.6,3.0,1.0,27.03,real,28.38222759867544,-0.1839490032324947
31.0,Female,66.6,1.67,184,137.0,71.0,1.02,699.0,Yoga,31.0,1.5,4.0,2.0,23.88,real,68.29152530132431,0.334540550574942
57.0,Male,83.4,1.65,172,166.0,67.0,1.57,1290.0,HIIT,13.3,3.5,4.0,3.0,30.63,real,73.5202116970147,-0.3976457056970218
57.0,Female,43.8,1.75,180,160.0,73.0,1.39,1001.0,Cardio,25.1,1.7,2.0,1.0,14.3,real,27.090037575885123,-0.6662787089459914
56.0,Female,64.2,1.69,190,137.0,61.0,1.99,1227.0,Cardio,19.6,2.7,5.0,3.0,22.48,real,84.10264305712774,-0.42748978571672525
23.0,Female,44.1,1.62,196,122.0,58.0,0.58,354.0,Yoga,25.7,2.7,2.0,1.0,16.8,real,34.40117215449473,-0.5964662099206263
23.0,Male,87.3,1.91,164,129.0,58.0,1.87,1327.0,HIIT,11.8,3.5,5.0,3.0,23.93,real,78.2360769794073,-1.3784376895521337
20.0,Male,55.0,1.6,172,168.0,67.0,1.12,1035.0,Yoga,24.0,3.2,4.0,2.0,21.48,real,73.00940432910815,-0.8717445415923455
24.0,Male,87.1,1.74,187,158.0,67.0,1.57,1364.0,Strength,10.0,3.5,4.0,3.0,28.77,real,73.94342049355656,0.1170239240110516
25.0,Male,66.6,1.61,184,166.0,56.0,1.38,1260.0,Strength,25.0,3.0,2.0,1.0,25.69,real,4.657248978819515,-0.04265716689879989
59.0,Female,60.4,1.76,194,120.0,53.0,1.72,929.0,Cardio,18.8,2.7,5.0,3.0,19.5,real,86.2810441491079,-0.1655521552265438
32.0,Male,126.4,1.83,198,146.0,62.0,1.1,883.0,HIIT,28.2,2.1,3.0,2.0,37.74,real,24.07948342525119,-1.0961187854827037
46.0,Male,88.7,1.63,166,146.0,66.0,0.75,542.0,Strength,28.8,3.5,2.0,1.0,33.38,real,15.836435489887236,-0.4452025297085337
34.0,Female,86.7,1.86,174,152.0,74.0,1.12,712.0,Strength,12.8,2.4,5.0,2.0,14.31,synthetic,53.47376020697609,-2.0416520371542837
26.0,Female,84.7,1.83,166,156.0,73.0,1.0,833.0,Strength,27.9,2.8,5.0,2.0,33.49,synthetic,42.803165667852205,-0.1572186688916882
22.0,Male,64.8,1.85,187,166.0,64.0,1.24,1678.0,Cardio,28.7,1.9,3.0,2.0,12.73,synthetic,31.104592690544692,0.843086166250854
54.0,Female,75.3,1.82,187,169.0,58.0,1.45,628.0,Cardio,31.8,2.4,4.0,1.0,20.37,synthetic,25.476936807509233,-1.4793057056336847
34.0,Female,52.8,1.74,177,169.0,66.0,1.6,1286.0,Strength,26.4,3.2,4.0,2.0,20.83,synthetic,30.761206733710434,-0.7687421386542043
38.0,Female,53.0,1.58,161,128.0,74.0,1.62,953.0,HIIT,23.4,2.5,2.0,2.0,13.02,synthetic,29.16097176514277,-0.036714577031896345
44.0,Female,46.5,1.81,191,142.0,74.0,1.46,1238.0,Cardio,11.9,3.7,2.0,2.0,18.12,synthetic,52.604146561442974,0.7022741075419869
50.0,Female,88.5,1.63,181,136.0,63.0,1.63,829.0,Strength,11.6,1.8,4.0,2.0,19.16,synthetic,62.85800158650832,-0.6585796930401195
18.0,Female,82.9,1.54,174,169.0,64.0,0.77,802.0,HIIT,27.8,2.2,3.0,1.0,49.84,synthetic,0.0,-0.8538002634127171
34.0,Female,65.9,1.74,195,169.0,73.0,2.0,1231.0,Yoga,30.5,3.2,5.0,2.0,12.32,synthetic,50.33023856870787,-1.8751385139328667
39.0,Female,47.0,1.78,181,155.0,55.0,1.89,747.0,Yoga,31.7,2.3,3.0,3.0,28.39,synthetic,69.4378864385802,-0.2172494965535149
46.0,Male,40.0,1.88,168,131.0,69.0,2.0,672.0,,25.4,2.4,2.0,2.0,12.32,synthetic,44.963974609094315,1.3336608321149954
19.0,Male,87.7,1.98,186,145.0,50.0,1.61,1705.0,Strength,14.1,2.3,3.0,2.0,15.99,synthetic,38.416353108074574,-0.07811323042825927
56.0,Female,107.4,1.73,176,141.0,71.0,0.65,1564.0,HIIT,26.0,3.0,2.0,3.0,14.48,synthetic,85.0339830176715,-0.31782318334697063
19.0,Female,71.7,1.91,197,148.0,74.0,1.15,464.0,Cardio,32.5,2.7,4.0,2.0,19.09,synthetic,63.77362290575671,-0.04233415138641161
30.0,Female,90.6,1.6,161,125.0,52.0,1.03,1410.0,Yoga,16.0,3.5,4.0,2.0,13.91,synthetic,52.79035826170336,-0.3088736031588816
23.0,Male,56.2,1.76,195,141.0,55.0,1.45,1195.0,HIIT,23.9,3.2,4.0,1.0,22.61,synthetic,30.268858389945308,-0.950411497808104
39.0,Female,71.3,1.77,171,124.0,74.0,0.69,871.0,Cardio,21.9,2.1,5.0,1.0,14.31,synthetic,37.08382807947552,0.35862393254216435
54.0,Female,47.7,1.56,181,128.0,74.0,1.5,853.0,Yoga,26.5,1.5,3.0,1.0,23.64,synthetic,4.582651315757094,-0.11939078151059646
,Male,63.0,1.51,184,169.0,71.0,1.3,1136.0,Cardio,23.8,2.3,3.0,2.0,22.69,synthetic,47.52822617479403,-0.2859093984530741
26.0,Male,129.9,1.71,196,136.0,74.0,1.27,931.0,Yoga,26.6,1.8,5.0,1.0,21.04,synthetic,28.180157520022014,-1.0802928218226
22.0,Female,102.4,1.5,173,156.0,55.0,1.44,453.0,HIIT,17.5,1.6,4.0,3.0,18.23,synthetic,69.98379990105084,0.7428063455478073
36.0,Female,64.2,1.78,192,130.0,74.0,1.38,1708.0,Yoga,31.9,2.1,,1.0,25.59,synthetic,100.0,0.23176219626648792
18.0,Male,129.4,1.5,177,145.0,71.0,,772.0,Strength,22.0,1.7,5.0,1.0,18.07,synthetic,52.976865268495224,-0.7423366698938416
25.0,Male,57.2,1.82,184,140.0,74.0,1.15,888.0,Strength,26.9,2.6,4.0,2.0,15.23,synthetic,61.4084286126701,0.5014598829455499
59.0,Male,71.8,1.5,165,152.0,74.0,1.94,758.0,Yoga,28.9,3.3,3.0,1.0,16.87,synthetic,19.28821010217203,-0.6980566707081657
18.0,Male,112.4,1.71,177,165.0,55.0,1.56,1044.0,HIIT,33.5,1.7,2.0,2.0,24.43,synthetic,50.72582781356159,-0.9256027940088296
18.0,Male,40.0,1.72,188,155.0,74.0,1.51,1266.0,Cardio,26.4,2.5,2.0,,17.79,synthetic,100.0,-0.9077624939842297
25.0,Female,64.3,1.65,183,169.0,67.0,1.28,1783.0,Cardio,20.0,3.2,2.0,3.0,20.59,synthetic,79.24633682912769,-1.716854842470473
32.0,Male,72.4,1.74,189,127.0,60.0,1.4,1090.0,Yoga,16.9,1.6,2.0,1.0,17.68,synthetic,20.59630369920174,0.07723390433456462
28.0,Male,62.4,1.56,193,141.0,55.0,2.0,861.0,Cardio,32.2,3.6,3.0,1.0,18.61,synthetic,18.530632222944263,-1.7649159026706802
27.0,Female,78.6,1.65,198,127.0,66.0,1.61,938.0,Yoga,26.8,3.1,3.0,1.0,17.92,synthetic,31.9822331361359,-1.28275506501261
44.0,Female,45.0,1.53,199,158.0,50.0,0.7,930.0,Strength,21.9,3.6,4.0,1.0,27.74,synthetic,29.824853854217498,-1.9604704072628267
20.0,Female,103.4,1.53,180,166.0,56.0,1.28,631.0,HIIT,23.0,3.0,4.0,1.0,19.18,synthetic,38.95193220027733,-0.36885575423271444
51.0,Male,79.2,1.85,178,147.0,51.0,1.52,1355.0,Strength,23.2,2.0,4.0,1.0,18.95,synthetic,36.351718016819696,-0.4202563682174977
52.0,Female,40.0,1.84,\t182,156.0,56.0,1.2,1258.0,Cardio,25.0,2.0,4.0,2.0,12.32,synthetic,65.49552715319335,-0.5613569705490913
35.0,Male,75.7,1.61,192,147.0,52.0,0.92,1211.0,Strength,21.2,2.4,3.0,2.0,23.19,synthetic,44.64764788439432,-1.134062155736461
21.0,Male,76.8,1.75,166,125.0,74.0,1.56,1152.0,Strength,25.1,2.7,3.0,1.0,16.66,synthetic,38.173940656343255,-1.237787002749312
48.0,Female,112.6,1.69,160,162.0,63.0,0.89,1482.0,Cardio,22.6,2.5,4.0,2.0,12.32,synthetic,56.975996046923996,0.07149589083725938
18.0,Male,73.7,1.78,192,154.0,73.0,1.18,851.0,Strength,27.4,2.6,2.0,2.0,21.08,synthetic,65.75260872625265,-0.7404415453667902
18.0,Female,84.0,1.71,194,148.0,52.0,0.92,621.0,Strength,28.3,3.4,3.0,3.0,17.99,synthetic,68.10812181910433,-0.046913342771084166
28.0,Male,68.0,1.7,174,155.0,68.0,0.74,1464.0,Yoga,17.0,2.3,3.0,2.0,21.67,synthetic,67.3596380316525,-1.0081989488993781
23.0,Male,107.6,1.5,,136.0,71.0,1.53,1062.0,Cardio,10.0,2.3,5.0,3.0,23.77,synthetic,86.97910783462648,-0.15514980578313411
30.0,Female,54.3,1.82,185,168.0,66.0,1.4,1415.0,,25.4,3.6,3.0,1.0,26.4,synthetic,16.385819963855518,0.742622429852851
18.0,Female,42.8,1.89,194,162.0,73.0,2.0,736.0,,22.5,1.5,3.0,2.0,18.54,synthetic,45.16114165945678,0.16893264031422667
37.0,,55.4,1.68,197,,52.0,1.04,338.0,Cardio,27.4,3.2,,3.0,17.71,synthetic,100.0,-0.6299310545731843
49.0,Female,102.4,1.65,185,148.0,68.0,1.27,980.0,Cardio,34.8,2.0,5.0,,15.52,synthetic,100.0,-0.09424082371525808
42.0,Female,95.5,1.95,168,125.0,72.0,1.91,632.0,HIIT,26.1,2.0,4.0,1.0,12.32,synthetic,35.228354880355,-0.4925321396241704
27.0,Female,58.7,1.98,199,145.0,52.0,2.0,1119.0,Cardio,23.0,2.7,2.0,3.0,18.99,synthetic,64.26299996061421,-0.29369585224421746
35.0,Female,49.7,1.86,161,,62.0,1.12,867.0,Strength,15.2,1.8,4.0,3.0,12.32,synthetic,79.75645407739017,-0.5604888417188029
24.0,Female,86.5,1.65,196,169.0,59.0,1.08,771.0,Cardio,27.3,2.1,3.0,1.0,12.9,synthetic,46.42270358611864,-0.43146816470831295
44.0,Female,63.6,1.78,167,129.0,74.0,1.34,1165.0,Yoga,10.7,3.4,4.0,1.0,15.73,synthetic,47.275431701007115,-0.1303253175406598
52.0,Male,58.7,1.58,169,131.0,53.0,1.14,900.0,HIIT,28.5,3.3,3.0,,19.62,synthetic,100.0,-1.0946869596655606
49.0,Female,56.6,1.75,198,120.0,72.0,1.12,1767.0,Yoga,23.6,2.6,2.0,2.0,34.37,synthetic,31.32503478168201,-1.1127030615919826
36.0,Female,40.0,1.71,178,169.0,69.0,1.3,1519.0,HIIT,27.5,2.7,4.0,1.0,39.74,synthetic,9.09031326718261,-1.4108340430649688
23.0,Female,67.7,1.73,188,162.0,54.0,1.76,954.0,Yoga,18.0,3.2,3.0,1.0,16.07,synthetic,31.135179727304166,-1.580216883602968
56.0,Female,40.0,1.74,172,146.0,74.0,1.43,876.0,Yoga,26.0,3.4,2.0,1.0,19.63,synthetic,9.772074348015945,-1.2738261537763835
48.0,,68.0,1.69,185,144.0,68.0,1.23,695.0,Yoga,14.2,2.6,2.0,1.0,28.93,synthetic,11.53123462576655,-0.17242999455669664
24.0,Male,68.3,1.74,184,161.0,51.0,1.9,566.0,Cardio,27.5,3.5,4.0,,16.26,synthetic,100.0,-1.0142300123935073
22.0,Female,99.1,1.72,182,169.0,62.0,1.14,1105.0,Yoga,31.4,3.6,4.0,1.0,16.91,synthetic,33.992231226052795,0.11089157138487704
20.0,Female,72.9,1.63,164,156.0,51.0,1.11,582.0,Strength,27.1,3.2,3.0,2.0,19.83,synthetic,56.47195939702741,-0.2722290009979505
44.0,Female,40.0,1.68,175,156.0,74.0,1.04,1010.0,Cardio,28.1,1.8,3.0,3.0,12.32,synthetic,70.16813537700627,-1.874803370750443
33.0,Female,58.3,1.77,167,153.0,74.0,1.41,969.0,Strength,29.5,2.6,2.0,1.0,20.47,synthetic,35.73986763290033,0.22398046737735183
18.0,Male,40.0,1.64,177,134.0,53.0,0.98,468.0,\nStrength,25.6,2.1,3.0,3.0,18.78,synthetic,62.74234336997659,0.3486389164733679
59.0,Male,45.8,1.5,163,137.0,55.0,1.98,1306.0,\tCardio,24.0,2.9,4.0,2.0,26.25,synthetic,38.4812511979018,-1.0950901398678827
27.0,Male,52.3,1.75,180,128.0,61.0,1.92,931.0,Strength,15.0,2.5,4.0,2.0,23.23,synthetic,57.24451818559972,0.03615323431599332
33.0,Female,76.3,1.95,188,125.0,72.0,0.95,899.0,Strength,21.7,2.3,5.0,1.0,26.08,synthetic,43.85098302612155,-0.9851985899273592
47.0,Male,77.5,1.72,176,151.0,56.0,1.39,679.0,Cardio,13.3,3.5,2.0,3.0,24.32,synthetic,86.83927691457869,-0.22186369860133165
18.0,Male,,1.8,197,165.0,56.0,0.74,1208.0,HIIT,26.1,3.3,3.0,3.0,12.32,synthetic,70.4111573713106,-1.3115987255639725
46.0,Female,40.0,1.58,177,132.0,58.0,1.29,1189.0,Strength,31.1,2.5,,2.0,12.73,synthetic,100.0,-1.7344851620276616
27.0,Male,96.3,1.61,198,159.0,70.0,1.16,1203.0,Cardio,32.1,3.1,3.0,1.0,12.32,synthetic,24.614915304992927,-0.606253751690375
34.0,Female,49.6,1.52,191,,59.0,1.59,744.0,HIIT,22.2,1.6,3.0,1.0,20.97,synthetic,23.273727000591805,-0.3989831570198689
45.0,Male,86.4,1.51,,159.0,69.0,1.23,1313.0,\tCardio,35.0,3.3,3.0,3.0,16.06,synthetic,83.83659937486672,-0.6181437548916833
55.0,Female,68.4,1.85,175,150.0,58.0,1.16,1020.0,Cardio,29.2,2.5,4.0,2.0,22.87,synthetic,61.5232287841342,-1.2472244465780475
18.0,Female,56.9,1.77,183,131.0,57.0,1.28,1052.0,Cardio,20.7,3.5,4.0,2.0,18.57,synthetic,39.236078430157505,-0.6199192497049097
41.0,Female,51.1,1.94,,137.0,72.0,1.23,1084.0,,16.4,2.3,3.0,2.0,16.41,synthetic,64.76540349725896,-0.08456419793541278
24.0,Male,47.6,1.51,175,120.0,70.0,0.78,583.0,Strength,22.6,1.7,5.0,1.0,13.71,synthetic,48.800913541474515,-0.3359144240980296
26.0,Female,88.8,1.7,193,169.0,68.0,1.91,1145.0,Strength,18.1,3.7,2.0,2.0,30.34,synthetic,30.73437298490471,-0.15399917552062925
18.0,,67.5,1.69,177,169.0,72.0,1.07,975.0,,26.2,1.6,4.0,3.0,14.08,synthetic,83.95803533437409,-0.8360921603633864
29.0,Male,96.7,1.7,175,141.0,54.0,2.0,880.0,Yoga,32.9,2.3,2.0,3.0,13.16,synthetic,74.94030186282738,0.6373743317729277
26.0,,55.7,1.99,172,142.0,68.0,2.0,1583.0,Strength,18.9,3.2,4.0,1.0,12.32,synthetic,32.60673765823907,-1.2409386692438245
43.0,Male,112.0,1.71,166,146.0,58.0,1.62,815.0,HIIT,31.2,2.6,3.0,1.0,21.1,synthetic,19.4969484615458,0.09004823766937492
48.0,Male,75.2,1.72,193,169.0,59.0,1.54,1726.0,Cardio,30.9,1.9,2.0,,18.64,synthetic,100.0,0.6455128743679692
29.0,Female,72.0,1.66,167,144.0,68.0,0.87,1248.0,HIIT,10.0,3.6,4.0,3.0,17.55,synthetic,79.74445929008554,0.08472647419911633
57.0,Female,63.6,1.87,170,158.0,,1.56,840.0,Strength,23.7,3.6,4.0,1.0,12.32,synthetic,41.72729019259364,-0.462019381651864
22.0,Female,75.7,1.56,194,142.0,61.0,1.23,643.0,Strength,28.8,2.3,3.0,3.0,13.93,synthetic,80.43600154594432,-0.7226376373303833
20.0,Male,59.1,1.62,191,127.0,54.0,1.02,995.0,,26.2,3.4,3.0,,12.46,synthetic,100.0,0.5288701208370048
39.0,Female,41.3,1.76,175,136.0,69.0,1.42,1096.0,Yoga,24.3,3.2,3.0,2.0,15.36,synthetic,57.716987106483444,-1.4383799402093385
41.0,Male,40.0,1.77,176,148.0,65.0,1.03,1238.0,Yoga,11.6,1.9,5.0,1.0,22.98,synthetic,6.514573793699245,-1.076099408303715
41.0,Female,63.7,1.93,195,155.0,61.0,1.18,1064.0,HIIT,21.2,3.4,4.0,1.0,15.76,synthetic,41.48765700372103,-0.6180462123933772
31.0,Female,100.0,1.75,190,169.0,67.0,1.46,1573.0,HIIT,20.8,3.4,4.0,2.0,,synthetic,37.60286221221901,0.6901230060095986
20.0,Male,45.0,1.68,171,154.0,74.0,1.5,1692.0,Yoga,10.0,2.4,4.0,1.0,12.32,synthetic,26.375590585968677,0.003814108832716878
26.0,Male,47.1,1.61,189,138.0,52.0,1.26,1095.0,Yoga,19.3,3.6,3.0,3.0,29.91,synthetic,56.43830105373857,-1.0744366068081963
37.0,Female,72.1,1.83,164,152.0,58.0,1.58,1091.0,Cardio,34.4,3.3,4.0,2.0,16.92,synthetic,42.053185242790946,-0.548246164307923
59.0,Male,57.5,1.81,175,169.0,58.0,1.47,1349.0,Cardio,24.7,2.5,5.0,2.0,12.32,synthetic,71.6082678737852,-0.7914585152770355
22.0,Male,54.3,1.85,165,144.0,53.0,2.0,1740.0,\tCardio,26.6,3.7,4.0,2.0,20.04,synthetic,50.32298798688109,-0.8678311937868282
25.0,Male,63.9,1.67,178,144.0,61.0,1.56,868.0,Strength,24.8,2.4,3.0,2.0,24.51,synthetic,53.46503881730716,0.48311164684542335
32.0,Male,56.6,2.0,190,123.0,65.0,1.25,1309.0,HIIT,14.7,3.5,4.0,3.0,17.83,synthetic,79.53079421120816,-1.3973945034108046
37.0,Female,68.9,1.65,171,132.0,50.0,1.19,767.0,Strength,23.0,,3.0,3.0,20.71,synthetic,79.77040827223121,0.9870246845874988
29.0,Female,95.3,1.72,190,169.0,74.0,1.49,733.0,HIIT,29.2,3.7,5.0,3.0,20.06,synthetic,85.76821891060256,0.3625837521476983
30.0,Female,96.3,2.0,173,136.0,74.0,2.0,1095.0,HIIT,20.4,1.5,5.0,2.0,25.83,synthetic,45.925077758114305,0.5726893364829584
28.0,Male,84.4,1.74,\t182,142.0,52.0,1.45,1392.0,Strength,22.0,2.6,2.0,1.0,34.01,synthetic,16.447668194471404,-0.6703516096202067
33.0,Male,60.5,1.54,195,126.0,56.0,1.27,1237.0,Cardio,29.1,3.7,4.0,2.0,21.23,synthetic,50.06243416838687,-0.4199525752632875
48.0,Female,49.8,1.69,184,143.0,56.0,1.37,,Strength,17.7,2.7,3.0,3.0,25.57,synthetic,58.57918101340249,-1.4465214516197697
32.0,Male,47.2,1.81,187,129.0,,1.19,919.0,HIIT,30.5,1.9,4.0,2.0,31.5,synthetic,40.968848390340874,-0.7197299256534424
54.0,,56.3,1.59,172,169.0,68.0,1.47,936.0,Cardio,19.6,3.1,4.0,2.0,18.7,synthetic,70.00759790634311,0.09492387811452074
49.0,Male,45.0,1.84,190,159.0,53.0,1.3,864.0,HIIT,26.5,1.5,4.0,2.0,17.11,synthetic,63.50221742113493,0.7368504494251169
53.0,Male,87.7,1.84,164,152.0,53.0,1.37,1066.0,Cardio,24.7,2.6,5.0,2.0,25.16,synthetic,56.27347865592141,-1.1857254534419615
54.0,Female,46.1,1.85,187,162.0,63.0,1.35,772.0,Strength,25.7,3.6,4.0,1.0,20.62,synthetic,26.507422956815713,-0.5924047495882127
18.0,Female,69.8,1.82,178,168.0,58.0,1.9,963.0,HIIT,31.4,3.7,5.0,2.0,34.21,synthetic,42.96864948782618,-0.42103937618601783
18.0,Male,79.2,1.77,198,137.0,66.0,1.2,1429.0,Yoga,12.9,3.7,3.0,2.0,19.07,synthetic,70.76747983560841,-1.4166313617539883
29.0,Male,60.6,1.76,188,148.0,50.0,1.38,676.0,Strength,30.2,2.5,3.0,,23.73,synthetic,100.0,0.1730793934067203
22.0,Female,53.3,1.73,172,144.0,71.0,1.1,1235.0,Strength,22.8,2.6,3.0,1.0,13.13,synthetic,29.300416471910697,-0.8791922653940873
20.0,Male,95.7,1.85,196,136.0,58.0,1.44,987.0,HIIT,23.8,1.5,3.0,2.0,15.47,synthetic,60.30283454031842,-0.4563122809416192
29.0,Female,57.4,1.74,198,165.0,67.0,1.58,880.0,Strength,20.9,3.3,4.0,1.0,,synthetic,32.387891590265134,-0.6615594975295022
47.0,Male,87.3,1.9,194,164.0,74.0,1.87,1073.0,HIIT,23.7,3.5,5.0,2.0,20.1,synthetic,57.40957854179297,-0.9314708045757396
20.0,Female,,1.75,193,136.0,51.0,0.58,1218.0,Yoga,28.4,3.0,4.0,1.0,19.66,synthetic,28.036501509150217,-0.3056359883844437
18.0,Male,79.2,1.66,176,154.0,72.0,1.58,1493.0,Strength,18.1,2.3,3.0,1.0,14.27,synthetic,24.28398740585936,-0.4724876628544179
18.0,Male,73.8,1.75,187,149.0,74.0,1.64,1065.0,HIIT,17.7,2.4,3.0,1.0,17.79,synthetic,24.627777634901584,-0.5974863058229325
33.0,Female,66.3,1.76,164,120.0,74.0,1.44,419.0,,25.4,2.6,3.0,3.0,20.67,synthetic,82.2762954363698,-0.8827692973442742
27.0,Male,72.8,1.82,162,136.0,57.0,1.23,780.0,HIIT,11.4,3.5,4.0,3.0,22.59,synthetic,80.519458858073,-0.04438026337363565
38.0,Male,50.0,1.75,186,135.0,59.0,2.0,695.0,Strength,23.4,1.6,4.0,1.0,49.84,synthetic,0.0664007721557871,1.022893814793828
29.0,Female,93.5,1.85,166,167.0,74.0,1.01,670.0,Cardio,23.2,2.6,3.0,1.0,19.83,synthetic,24.192834198914177,-0.18809021372869808
54.0,Male,84.0,1.94,178,133.0,53.0,1.47,942.0,Yoga,30.7,1.5,4.0,1.0,16.61,synthetic,30.786351903160906,0.49689457192890324
37.0,Female,55.3,1.73,183,134.0,51.0,1.1,976.0,Yoga,31.3,2.8,2.0,2.0,16.26,synthetic,25.017993154678923,-1.4121775401227703
21.0,Male,66.6,1.85,189,121.0,56.0,0.88,993.0,HIIT,13.9,3.4,5.0,1.0,12.32,synthetic,44.16327674702482,-0.1737908485649844
21.0,,65.8,1.62,172,127.0,62.0,1.35,1307.0,Cardio,26.0,3.4,3.0,1.0,15.3,synthetic,28.464884758979927,-1.1778946551768532
26.0,Female,59.8,1.6,180,151.0,58.0,1.2,611.0,HIIT,16.4,2.5,3.0,3.0,12.63,synthetic,84.98010109859652,-1.4815399420255213
42.0,Female,80.3,1.94,192,169.0,52.0,1.72,753.0,Yoga,24.6,3.5,5.0,2.0,33.99,synthetic,17.552446218063107,-0.8914971259672291
31.0,Female,129.9,1.7,190,169.0,69.0,1.38,735.0,Strength,10.0,2.1,3.0,3.0,16.07,synthetic,95.88374704780728,0.6535194675308584
50.0,Female,40.0,1.75,162,169.0,55.0,2.0,1449.0,Yoga,31.7,3.5,4.0,3.0,28.18,synthetic,73.83410371844826,0.4600126629357166
51.0,Female,91.7,1.72,168,137.0,58.0,0.86,1529.0,Cardio,10.0,1.7,,1.0,14.15,synthetic,100.0,-0.10559622235648022
18.0,Male,64.8,1.82,169,156.0,69.0,1.93,1516.0,Strength,21.9,3.5,3.0,2.0,17.69,synthetic,39.60094072874469,-1.5261604479119448
54.0,Male,60.1,1.63,174,159.0,72.0,0.52,893.0,Cardio,18.4,3.6,4.0,1.0,20.56,synthetic,36.1277390506257,-0.4570245211103494
38.0,Female,59.0,,169,134.0,67.0,1.36,1783.0,Yoga,24.5,2.4,3.0,1.0,12.32,synthetic,14.465844368263438,-0.058639992878611547
37.0,Male,46.3,1.69,181,141.0,67.0,1.64,1445.0,Strength,20.7,2.5,4.0,2.0,19.11,synthetic,48.76231039304195,-0.15957101633712165
21.0,Male,66.9,1.69,197,149.0,74.0,1.37,872.0,Yoga,16.6,2.6,5.0,2.0,33.07,synthetic,67.03531353866785,-1.7750348667845968
19.0,Female,40.0,1.93,167,158.0,74.0,1.19,1265.0,Yoga,24.7,2.6,4.0,3.0,12.32,synthetic,78.09317599236654,-1.0122542784158974
32.0,Female,79.0,1.6,165,149.0,,1.59,1245.0,Yoga,,2.2,3.0,2.0,18.69,synthetic,52.17432873179723,-0.3512622113189733
36.0,Female,50.1,1.85,199,140.0,68.0,0.91,1243.0,Strength,30.7,2.8,4.0,2.0,25.82,synthetic,62.47067730688754,0.129032727613752
23.0,Male,71.3,1.77,171,134.0,50.0,1.34,1239.0,Cardio,35.0,2.5,3.0,3.0,18.17,synthetic,79.95681887972604,-2.0569022568799573
45.0,,68.3,1.75,185,133.0,65.0,1.31,1595.0,,29.1,2.5,4.0,2.0,13.23,synthetic,56.504189051435766,-0.42969918038388677
39.0,Female,66.8,1.61,177,127.0,59.0,1.64,770.0,Yoga,28.0,3.1,4.0,1.0,17.16,synthetic,33.64961002466225,-0.1855609840968381
45.0,Male,53.9,1.68,169,141.0,71.0,1.59,1031.0,Yoga,19.2,2.1,3.0,3.0,20.62,synthetic,99.03415585238275,0.37968959081297055
33.0,Female,97.1,1.86,166,127.0,72.0,1.39,1783.0,HIIT,11.0,1.5,4.0,1.0,16.27,synthetic,29.423812029664145,0.25428606738994936
27.0,Female,40.0,1.57,178,169.0,52.0,1.32,949.0,Strength,28.4,3.1,3.0,2.0,21.11,synthetic,52.010990467149675,0.1660570550470442
37.0,Male,62.1,1.85,196,151.0,64.0,1.28,943.0,HIIT,26.7,3.3,4.0,1.0,20.37,synthetic,40.50654396007612,-0.9399524053615473
28.0,Male,60.7,1.73,198,124.0,70.0,1.34,1212.0,Cardio,24.8,2.0,2.0,1.0,20.21,synthetic,31.05525932957984,-1.8264017096986462
18.0,Male,46.9,1.84,185,147.0,65.0,1.29,1040.0,HIIT,21.8,1.7,3.0,1.0,13.0,synthetic,36.8703030556038,-0.6144422056491208
18.0,Female,90.8,1.66,182,134.0,56.0,1.77,990.0,Yoga,10.0,1.8,4.0,2.0,22.03,synthetic,61.38730222029184,0.5013054601668481
24.0,Female,44.0,1.79,193,164.0,62.0,1.84,622.0,Strength,26.3,3.5,4.0,2.0,14.27,synthetic,43.569950872695166,0.8147636220195451
27.0,Female,75.1,1.86,175,165.0,70.0,1.29,765.0,,27.0,3.5,4.0,2.0,14.22,synthetic,71.33431532301096,0.26843928183822835
23.0,Female,74.2,1.71,199,150.0,57.0,1.05,1166.0,Cardio,34.5,3.3,,1.0,12.32,synthetic,100.0,0.04347265824138752
23.0,Female,58.2,1.85,196,130.0,57.0,1.36,582.0,HIIT,25.7,1.5,4.0,1.0,35.08,synthetic,17.906354652390334,0.0037117187087724046
25.0,Female,65.9,,180,151.0,56.0,1.66,825.0,Cardio,10.0,2.5,,1.0,15.58,synthetic,100.0,-0.7448949974086245
23.0,Female,78.7,1.68,191,132.0,70.0,1.28,1319.0,,21.1,3.5,2.0,2.0,20.39,synthetic,44.35861653407007,-0.40404823484289604
43.0,Male,74.2,1.76,188,141.0,68.0,0.98,1426.0,Cardio,21.2,3.1,2.0,3.0,20.52,synthetic,73.2876241030348,1.0352556206610648
18.0,Male,56.1,2.0,180,120.0,57.0,1.04,1461.0,HIIT,27.4,2.0,5.0,2.0,12.32,synthetic,63.21357215450273,-1.0540464046335012
45.0,Female,42.1,1.86,194,129.0,74.0,0.91,1176.0,Strength,22.1,3.6,5.0,1.0,33.0,synthetic,27.219207542352848,0.9918230325678812
